CMDLINE python extraction.py partial 1dpzVxEFeSwc7C0S4GHkFqQ0Zuz4nNMDjfvd6ev3TFmU
MEM 1.996094 1661788521.4518
MEM 15.417969 1661788521.5613
MEM 24.867188 1661788521.6706
MEM 29.250000 1661788521.7800
